timestamp;name;open;high;low;close;volume;marketCap;MA;12_week_MA
2021-01-10;2781.0;1.84125965;2.49585597;0.82049608;0.99515301;25886113.88;0.0;;
2021-01-17;2781.0;0.99516404;1.16287878;0.77379392;0.84132655;1835595.57;0.0;;
2021-01-24;2781.0;0.84127483;1.14320434;0.58856309;0.91166608;2518887.18;8073605.43;0.9160485466666667;
2021-01-31;2781.0;0.91140799;2.39793667;0.91006046;1.98935151;45520555.27;17617458.24;1.2474480466666666;
2021-02-07;2781.0;1.98934481;3.27525437;1.74611982;2.50029757;23591684.89;22136675.02;1.8004383866666667;
2021-02-14;2781.0;2.50045983;2.75981473;2.07638864;2.47865966;14207581.78;21936260.69;2.32276958;
2021-02-21;2781.0;2.47867931;2.70084305;1.4896318;1.54186569;15469613.61;13645587.72;2.1736076399999997;
2021-02-28;2781.0;1.54184301;1.54184301;0.7727197;0.82525547;4802875.56;7303551.8;1.6152602733333332;
2021-03-07;2781.0;0.82526912;0.99323454;0.60223988;0.70290573;6937861.27;6220750.49;1.0233422966666668;
2021-03-14;2781.0;0.70292573;0.800739;0.53436668;0.60427481;2560307.16;5347861.97;0.7108120033333334;
2021-03-21;2781.0;0.60409167;0.7273338;0.54314535;0.55783504;3140410.05;4936867.75;0.62167186;
2021-03-28;2781.0;0.55809794;0.73913598;0.50954606;0.64012819;5025635.0;5665166.18;0.6007460133333333;1.2157266091666667
2021-04-04;2781.0;0.64012858;1.94270565;0.62447633;1.53472547;13041237.41;13582396.35;0.9108962333333332;1.2606909808333333
2021-04-11;2781.0;1.53437634;1.54305903;1.05043047;1.29430467;10135232.7;11454660.37;1.15638611;1.2984391575
2021-04-18;2781.0;1.29422815;1.32211677;0.89250577;0.95184193;9075400.82;8423848.17;1.26029069;1.3017871449999998
2021-04-25;2781.0;0.95248803;1.05766995;0.76200744;0.98655403;6146157.67;8731051.98;1.0775668766666666;1.2182206883333333
2021-05-02;2781.0;0.98669766;2.97540993;0.89536168;2.32647816;33634410.6;57090081.99;1.4216247066666667;1.2037357375
2021-05-09;2781.0;2.34089868;5.61155236;1.9990617;4.71771304;56090661.07;115769246.84;2.6769150766666665;1.3903235191666667
2021-05-16;2781.0;4.71960069;5.26767962;3.27158078;3.40415802;31951817.05;83535562.01;3.482783073333333;1.5455145466666667
2021-05-23;2781.0;3.40638242;4.12304014;1.17165234;1.67153773;42111835.64;41018320.23;3.2644695966666664;1.6160380683333333
2021-05-30;2781.0;1.67066662;2.891164;1.62204225;1.94726151;20589828.34;47784381.29;2.340985753333333;1.7197343833333332
2021-06-06;2781.0;1.94630259;2.46148041;1.79016148;2.11245009;14396031.12;51837988.83;1.910416443333333;1.8454156566666668
2021-06-13;2781.0;2.11279227;3.05580653;2.10333222;2.35533565;17189600.67;57798223.85;2.138349083333333;1.9952073741666665
2021-06-20;2781.0;2.35557697;2.6877121;1.74993206;1.92912646;11588825.19;47339360.19;2.132304066666666;2.1026238966666666
2021-06-27;2781.0;1.92911782;1.93215908;1.19926304;1.62456278;12884172.58;39865589.19;1.9696749633333328;2.1101103391666665
2021-07-04;2781.0;1.6246831;1.83866606;1.46120438;1.62737699;10044635.28;39934647.68;1.7270220766666664;2.1378663658333337
2021-07-11;2781.0;1.62770441;2.34274119;1.52090212;1.97247393;13717272.44;48403075.66;1.741471233333333;2.2229190325
2021-07-18;2781.0;1.97247646;1.98940603;1.44106802;1.4840356;323698677.7;36417154.37;1.6946288399999998;2.26437583
2021-07-25;2781.0;1.48376746;1.92136921;1.33772822;1.82632451;366360796.37;44816675.09;1.7609446799999997;2.2226963591666666
2021-08-01;2781.0;1.82630145;4.56630526;1.82105354;3.98515372;790959656.62;97792773.88;2.431837943333333;2.1616497491666666
2021-08-08;2781.0;3.98414472;5.52130864;3.20752694;4.36783826;1358634040.21;107183574.19;3.393105496666666;2.2419564358333335
2021-08-15;2781.0;4.36918083;5.22469287;3.95581433;4.83390336;1152205779.06;118620472.79;4.3956317799999995;2.5054869049999997
2021-08-22;2781.0;4.83322277;7.24427536;3.7750443;5.50676288;1363539629.53;135131955.93;4.902834833333333;2.802112019166667
2021-08-29;2781.0;5.50633352;6.49833657;5.26000537;5.95396889;1492858834.93;146106066.06;5.431545043333333;3.1222385858333332
2021-09-05;2781.0;5.95338052;5.97241517;4.63186016;4.8184153;1314052187.17;118240406.93;5.426382356666665;3.327495223333333
2021-09-12;2781.0;4.81746841;6.9555047;3.67000164;5.61461282;1359510666.78;137778514.96;5.462332336666666;3.634619086666666
2021-09-19;2781.0;5.61460857;6.3536128133;4.7985702503;5.6933035778;1488703325.12;139709529.01;5.375443899266666;3.9736808198166664
2021-09-26;2781.0;5.6935281877;5.7371003373;4.2796701519;5.2634958167;1345570944.49;129162359.15;5.5238040715;4.276690722041667
2021-10-03;2781.0;5.2634226492;5.4861272245;4.3190050595;4.7902843122;1332597853.84;117550093.0;5.249027902233333;4.511508253891667
2021-10-10;2781.0;4.7903880407;4.8578734148;3.6939521151;3.8582926906;1123274876.69;94679696.46;4.637357606499999;4.709363011441667
2021-10-17;2781.0;3.8584926937;4.4097808523;3.3109068881;3.5792634635;1040020547.85;87832522.16;4.0759468221;4.855441257566667
2021-10-24;2781.0;3.5792659211;4.1055383338;3.1280880459;3.4842567937;968602883.93;85501127.59;3.640604315933333;4.813699847041667
2021-10-31;2781.0;3.4840305012;3.6753826997;3.0519877635;3.2351745115;30463441.96;79388829.54;3.432898256233333;4.719311201333333
2021-11-07;2781.0;3.2350303005;4.2168531828;2.5274289582;4.067109948;43563106.25;99803920.08;3.5955137510666666;4.655411750333333
2021-11-14;2781.0;4.065250439;5.7178211305;3.4371223412;5.253739221;188406721.07;128922939.39;4.185341226833333;4.634326445416666
2021-11-21;2781.0;5.2545472632;5.3490550057;3.6564910628;4.3038868614;41333063.1;105614253.32;4.5415786767999995;4.4968196097
2021-11-28;2781.0;4.3026253974;4.3090643519;2.7572787846;3.8290552974;38141739.25;93962232.09;4.462227126599999;4.414372942816667
2021-12-05;2781.0;3.8290424758;4.6762412595;2.6990497551;4.0841701456;62539400.14;100222564.92;4.072370768133333;4.286836053283333
2021-12-12;2781.0;4.0850605989;4.1189938974;2.9020888231;3.0654992894;63632684.34;75225123.0;3.6595749108;4.067852362583333
2021-12-19;2781.0;3.0670505852;3.6928763194;2.4948055186;2.8567339383;50916395.89;70102173.12;3.3354677910999997;3.8672888727166668
2021-12-26;2781.0;2.855927011;3.0674308058;2.5149060406;2.6873522854;35874352.12;65945670.55;2.8698618377;3.69204453715
2022-01-02;2781.0;2.6872964012;3.7431417052;2.5810657313;3.665897582;43957890.46;89958460.42;3.0699946018999995;3.6760116114333337
2022-01-09;2781.0;3.6674676016;3.7375189475;2.4163315938;2.9636488652;56172284.72;72725787.67;3.105632910866666;3.6247103949083335
2022-01-16;2781.0;2.9629759159;2.9913598002;2.3898001572;2.5110749317;35629265.28;61619952.5;3.0468737929666663;3.543611906408333
2022-01-23;2781.0;2.5115159181;2.5115159181;1.5054483931;1.6528921048;35952393.27;40560770.09;2.375871967233333;3.4117550391833333
2022-01-30;2781.0;1.653084108;1.9241397569;1.3855621143;1.8191493918;45121255.03;44640602.99;1.9943721427666663;3.2244249928333333
2022-02-06;2781.0;1.8191599487;2.2639336823;1.7890016808;2.0544555821;45034860.13;50414845.76;1.8421656928999994;2.957818022925
2022-02-13;2781.0;2.0546473668;2.3083796887;1.4856596324;1.4925948703;37037506.07;36627192.54;1.7887332813999997;2.723543690333333
2022-02-20;2781.0;1.4922585663;1.8634526912;1.3119235857;1.3619384931;27978538.07;33420980.07;1.6363296484999996;2.5179506233083333
2022-02-27;2781.0;1.3618837228;1.8674252968;1.2763393095;1.6331991925;46729633.28;40077520.35;1.4959108519666664;2.3137030438833333
2022-03-06;2781.0;1.6332773432;2.6179576155;1.4731904216;2.0891983215;51375421.37;216777061.15;1.694778669033333;2.2323446298916667
2022-03-13;2781.0;2.0893271228;2.5932478285;1.9035623059;2.4256008192;47987004.32;251682481.12;2.049332777733333;2.1964168699666664
2022-03-20;2781.0;2.4253794651;3.6940896176;2.238208089;3.0609095332;82672445.27;317602673.81;2.5252362246333333;2.2275466406166666
2022-03-27;2781.0;3.0607801576;3.9121651504;2.9437648164;3.5851919365;84522486.8;372002678.55;3.0239007629666665;2.220821170158333
2022-04-03;2781.0;3.5852142336;4.8115480378;3.5806057951;4.7907045734;87472016.77;497087733.38;3.812268681033333;2.373075812508333
2022-04-10;2781.0;4.7894196245;4.9350583059;3.248409853;3.4286270142;85424280.55;355757364.07;3.9348411746999994;2.4495384860500002
2022-04-17;2781.0;3.4264448798;3.4264448798;2.781983098;2.7846294137;38362167.51;288935604.85;3.667987000433333;2.5438499284583336
2022-04-24;2781.0;2.7824511941;3.0881837929;2.6486211336;3.0244745244;39251215.87;313822145.15;3.079243650766666;2.6442936895083333
2022-05-01;2781.0;3.0225600275;3.6510567645;2.6859483091;2.8876586361;45492940.69;903696102.4;2.8989208580666657;2.7137272773416665
2022-05-08;2781.0;2.8874766165;3.2532261726;2.2596281401;2.8148568758;57064518.99;880912707.51;2.908996678766666;2.8239157778
2022-05-15;2781.0;2.8039245604;3.5100714782;1.229418588;1.4669494722;246717950.74;459083530.14;2.389821661366666;2.832666692725
2022-05-22;2781.0;1.4670083597;1.6115124634;1.275929937;1.3221485796;65312312.0;413767923.71;1.8679849758666662;2.8067458083166668
2022-05-29;2781.0;1.3205738289;1.3407917449;0.9402796251;1.1677478078;104698717.36;365448024.0;1.3189486198666662;2.7299582655083334
2022-06-05;2781.0;1.1677372181;1.2298577006;0.9858658795;1.036999611;60515936.21;324530224.92;1.1756319994666662;2.6142414981583335
2022-06-12;2781.0;1.03700257;1.098570016;0.7925751198;0.8016064578;56358206.23;250863665.99;1.0021179588666662;2.425966241875
2022-06-19;2781.0;0.8015979642;0.9727946896;0.4060299708;0.5152757016;105203114.38;161256125.43;0.7846272567999995;2.1701398889666668
2022-06-26;2781.0;0.5152795049;0.7245985503;0.4592960103;0.6187338903;144265588.36;193633484.96;0.6452053498999994;1.8224756653749996
2022-07-03;2781.0;0.6187561133;0.6275886365;0.4332712535;0.506773814;81596407.46;158595449.91;0.5469278019666661;1.5789878986916668
2022-07-10;2781.0;0.5067317598;0.8449639588;0.4763532387;0.6405446568;166026639.4;200459189.5;0.5886841203666661;1.4003141689499998
2022-07-17;2781.0;0.6406292332;1.841952608;0.5849243972;1.6254066982;614272280.53;508672901.87;0.9242417229999993;1.2837251834333332
2022-07-24;2781.0;1.6249232354;1.8881231103;1.4009608228;1.6484691157;584947944.96;515890312.04;1.3048068235666659;1.1804593900666667
2022-07-31;2781.0;1.6481669561;2.6266971566;1.2941142015;2.1555639306;1143624443.64;674586219.53;1.809813248166666;1.1255183113
2022-08-07;2781.0;2.1509154262;2.8330820365;1.8605319594;2.4625708377;1006818619.82;770664385.36;2.088867961333333;1.208486758425
2022-08-14;2781.0;2.4630148732;3.0900611287;2.100079233;2.6765678991;915306657.4;837635012.68;2.4315675557999996;1.32135503505
2022-08-21;2781.0;2.6772531818;2.847234412;1.7425323189;2.1557400595;857883817.46;674641339.27;2.431626265433333;1.4036877226916669
2022-08-28;2781.0;2.155917543;2.3260385083;1.589921458;1.5969748896;1091175880.77;499775134.56;2.143094282733333;1.4503523292416667
2022-09-04;2781.0;1.5974074091;2.2704561512;1.5677311991;2.0522433564;894442315.36;642251926.59;1.9349861018333325;1.5545720707916668
2022-09-11;2781.0;2.0531642886;2.2328322803;1.7850188478;2.0855338159;784350868.43;652670214.3;1.9115840206333328;1.68542691365
2022-09-18;2781.0;2.0852912976;2.1615295009;1.6623998908;1.6843310146;883283956.93;527113334.67;1.9407027289666658;1.7742266740083334
2022-09-25;2781.0;1.6844641697;1.9405160735;1.565010903;1.5761298785;543373359.44;493251664.27;1.7819982363333324;1.8633396793833332
2022-10-02;2781.0;1.5761893911;1.7246515034;1.4361849827;1.4368177682;221684318.69;449653778.58;1.5657595537666662;1.9296957719999999
2022-10-09;2781.0;1.4367114583;1.6230974997;1.4267735672;1.4560045584;160403824.21;455658306.71;1.489650735033333;1.9155789270166668
2022-10-16;2781.0;1.455740325;1.4639247099;1.1201835071;1.3457452661;160129601.12;421152533.98;1.4128558642333326;1.8903519395500001
2022-10-23;2781.0;1.3455357418;1.5592540787;1.3417988148;1.5367926242;211899642.85;480941025.16;1.4461808162333327;1.8387876640166665
2022-10-30;2781.0;1.5361409167;1.7559269738;1.4858779447;1.5554422046;260546529.84;486777432.85;1.4793266982999995;1.7631936112583333
2022-11-06;2781.0;1.555431683;1.8234034135;1.4490636877;1.5763705275;211386023.47;493326975.64;1.556201785433333;1.6715104969583334
2022-11-13;2781.0;1.5760476198;1.728465609;0.8743112714;1.0565946659;375137479.43;330662519.96;1.3961357993333328;1.5799150474916666
2022-11-20;2781.0;1.0564512351;1.28646535;0.979505146;1.1083977742;221897557.21;346874362.49;1.2471209891999993;1.5392002878749997
2022-11-27;2781.0;1.108367663;1.1827935658;1.0531209353;1.0752076863;129771859.85;336487486.17;1.0800667087999993;1.4577806487
2022-12-04;2781.0;1.0757050806;1.1526086447;1.0197096064;1.107348319;137491026.42;346545934.28;1.0969845931666662;1.376265190625
2022-12-11;2781.0;1.1073699586;1.1389878964;0.9994353991;1.030506402;72372102.24;322498167.67;1.0710208024333328;1.3217798062416666
2022-12-18;2781.0;1.0303793617;1.1583800293;0.9650073124;0.9834703246;129839316.48;307778172.98;1.0404416818666662;1.2723915100833334
2022-12-25;2781.0;0.9833935973;0.9992689923;0.8770286576;0.9700761347;90766048.28;303586445.79;0.9946842870999993;1.2334963739583333
2023-01-01;2781.0;0.9700196038;1.1397424628;0.9366647463;1.0801585231;186796778.87;338036856.28;1.0112349941333327;1.2021758710166666
2023-01-08;2781.0;1.0801961256;2.076374665;1.0600924534;1.9667024266;703856069.15;1620505389.1;1.338979028133333;1.2539223010583334
2023-01-15;2781.0;1.9693554812;2.4365374486;1.7653211066;2.2212981014;1259131927.63;1830284793.18;1.7560530170333326;1.3109644241583334
2023-01-22;2781.0;2.2211866184;2.5326807967;1.8730900769;2.2130607587;1022242962.55;1823497463.27;2.1336870955666662;1.3657659703333334
2023-01-29;2781.0;2.2127257404;2.816270182;2.2026840701;2.3101523412;1170302004.81;1903498093.04;2.2481704004333327;1.4269144548083332
2023-02-05;2781.0;2.3101090227;2.5086266308;1.984441714;2.0479455687;1004683048.59;1721597235.29;2.190386222866666;1.5095270300416666
2023-02-12;2781.0;2.0478011934;2.9699976017;2.0095250105;2.5079809968;2815299473.86;2113824964.36;2.2886929688999995;1.6261589652583333
2023-02-19;2781.0;2.5074896142;3.2994271315;2.2214267414;2.9270993348;2118980233.56;2472662119.4;2.4943419667666658;1.7804832693000001
2023-02-26;2781.0;2.9330236221;3.1852808321;2.6367464263;3.1148527022;1746553636.66;2637214629.56;2.849977677933333;1.9477753012333332
2023-03-05;2781.0;3.1144991994;3.2815173509;2.4460467437;2.6225338508;1627043159.74;2229777290.73;2.8881619625999995;2.0804442552999998
2023-03-12;2781.0;2.6220784618;2.6615267074;2.022804766;2.4462554698;1410733490.22;2087904298.99;2.727880674266666;2.2023430174
2023-03-19;2781.0;2.4466717457;3.0244225458;2.2646868803;2.4874235889;1666330699.41;2129117944.54;2.518737636499999;2.328788638583333
2023-03-26;2781.0;2.4873370207;2.534886223;2.01956704;2.1558801317;812006295.56;1853948798.8;2.3631863967999993;2.4184321059666667
2023-04-02;2781.0;2.1557273167;2.4951370009;2.043211253;2.3356124513;761529232.04;2017007144.93;2.326305390633333;2.449174608025
2023-04-09;2781.0;2.3358802937;2.8053671686;2.2880213049;2.3471449084;674955635.24;2035742133.03;2.279545830466666;2.4596618419416667
2023-04-16;2781.0;2.3469614768;2.6557426294;2.2053907248;2.5747593458;760135494.0;2241893859.52;2.4191722351666662;2.489803390866667
2023-04-23;2781.0;2.5748472905;2.5826117571;2.0044289435;2.0769739151;402290574.95;1813752318.96;2.332959389766666;2.470371855358333
2023-04-30;2781.0;2.0771180216;2.2386475149;1.9762476933;2.0339044542;264305133.99;1782791799.46;2.2285459050333327;2.4692017624833333
2023-05-07;2781.0;2.0334807254;2.0466429405;1.796129721;1.8317761764;246934418.74;1608348864.44;1.9808848485666661;2.4128513607833333
2023-05-14;2781.0;1.8312383081;1.9566007216;1.5884119265;1.9290535047;454908463.69;1695194449.64;1.9315780450999993;2.329680874941667
2023-05-21;2781.0;1.9289745333;2.5268894684;1.9057754136;2.067213663;619506993.54;1817708590.03;1.9426811146999994;2.242377621675
2023-05-28;2781.0;2.0676138182;2.1264458806;1.9341045557;2.0981408784;357071071.08;1844940724.07;2.0314693486999995;2.1986782073083333
2023-06-04;2781.0;2.0979356419;2.3582721712;2.0306431205;2.277485917;423694849.55;2002683636.46;2.147613486133333;2.1846140779083334
2023-06-11;2781.0;2.2771545628;2.4432293646;1.7341778242;1.8268547055;573042947.28;1606878767.63;2.067493833633333;2.1295666709583334
2023-06-18;2781.0;1.8267975553;1.8633780157;1.6164864521;1.7115356708;257674375.8;1505476342.66;1.9386254310999995;2.092537965883333
2023-06-25;2781.0;1.711547289;2.0371221146;1.6924096332;1.9382382661;274318228.49;1704789728.52;1.8255428807999994;2.05942345045
2023-07-02;2781.0;1.9381360397;2.1686924814;1.8222501757;2.1281513769;296772884.16;1872576950.32;1.9259751045999993;2.0411739894916665
2023-07-09;2781.0;2.1275149078;2.2397289785;1.8947065438;1.9242875712;247470639.93;1693230192.74;1.9968924047333327;1.986968008275
2023-07-16;2781.0;1.924169154;2.4687319334;1.8650288448;2.1766894921;482782357.23;1912763801.65;2.076376146733333;1.9952776396916667
2023-07-23;2781.0;2.1766052877;2.2256748544;1.9824938848;2.0478452942;341147713.32;1799473225.27;2.0496074524999996;1.9964393763583335
2023-07-30;2781.0;2.0478257871;2.0585781503;1.8579772383;1.8907423056;326367441.61;1661491105.27;2.0384256972999997;2.0013532204583337
2023-08-06;2781.0;1.8907939003;1.9513233369;1.7970734668;1.8290523781;390134700.26;1607402910.42;1.9225466592999993;1.9930197932416667
2023-08-13;2781.0;1.8290256511;1.9351131508;1.7874312265;1.8183991412;483596725.14;1598073352.44;1.8460646082999996;1.9722852497583334
2023-08-20;2781.0;1.818380005;1.8549033605;1.4351815507;1.6717880224;451378474.04;1469256374.33;1.7730798472333327;1.9367558450916669
2023-08-27;2781.0;1.6718227084;1.727155561;1.5072093745;1.5879884391;417585004.81;1409665131.8;1.6927252008999993;1.8792977219333336
2023-09-03;2781.0;1.5879710583;1.6909469844;1.5060202455;1.5256878635;305131728.3;1354388030.57;1.5951547749999992;1.8542004851
2023-09-10;2781.0;1.5255973923;1.6206046204;1.4597899136;1.4812447926;198623274.62;1315981006.78;1.5316403650666661;1.8350095785833336
2023-09-17;2781.0;1.4813267817;1.5826265355;1.4273387209;1.5112925232;230562429.37;1344970391.22;1.5060750597666661;1.799430766675
2023-09-24;2781.0;1.5111190836;1.6023693736;1.4573420845;1.4634554516;264882174.76;1302258442.53;1.485330922466666;1.7440394395666667
2023-10-01;2781.0;1.4633962251;1.7290632048;1.4463190838;1.6895785976;239572453.09;1504160548.22;1.5547755241333328;1.7244803584333332
2023-10-08;2781.0;1.6897088157;1.6990762369;1.5209465188;1.5931040363;263369090.79;1418301953.65;1.5820460284999995;1.6758482371166668
2023-10-15;2781.0;1.5930829039;1.6246024162;1.4836053725;1.6046008396;167056873.2;1428564156.96;1.629094491166666;1.6389111992333332
2023-10-22;2781.0;1.6046327363;1.7215231977;1.458525044;1.7151347278;259210509.04;1526827623.93;1.6376132012333329;1.6242772344166667
2023-10-29;2781.0;1.7400917045;1.9781174188;1.7097214695;1.8257471199;372006175.3;1625316384.29;1.715160895766666;1.6240017962333333
2023-11-05;2781.0;1.8258078038;2.0774014141;1.7179821005;2.0275735315;462586031.03;1804884825.92;1.856151793066666;1.641432995425
2023-11-12;2781.0;2.0275097588;2.489387044;1.9036989613;2.2686240176;1006977854.22;2019481338.9;2.0406482229999994;1.6911693283583331
2023-11-19;2781.0;2.2686747078;2.5855432649;2.072209368;2.3663734571;1066577392.76;2106517359.19;2.220857002066666;1.756034746525
2023-11-26;2781.0;2.3668390118;2.6467226543;2.2050300101;2.5011374051;743983858.32;2226116358.71;2.3787116265999995;1.837322208325
2023-12-03;2781.0;2.5009159687;2.5259678734;2.2312238774;2.4331941473;548456730.71;2165666167.37;2.433568336499999;1.9166513212166667
2023-12-10;2781.0;2.4330865837;2.5644043715;2.2410222689;2.3861553565;668184017.1;2122627887.87;2.440162302966666;1.989556557325
2023-12-17;2781.0;2.3863615626;2.3979892979;2.0691496572;2.0832625162;570419848.94;1853205544.4;2.300870673333333;2.0412071460416663
2023-12-24;2781.0;2.0828206571;2.4578427148;1.9890632564;2.4285493034;673628498.36;2160264028.95;2.2993223920333326;2.1027880381916666
2023-12-31;2781.0;2.4279668071;2.9956464993;2.3444944504;2.6432817487;978215424.42;2352988838.09;2.385031189433333;2.1903028475583333
2024-01-07;2781.0;2.6433221653;3.6097274825;2.6222266283;2.9313512645;1438728110.14;2609448386.4;2.6677274388666663;2.3008653829666668
2024-01-14;2781.0;2.930756907;4.0147948962;2.7788430272;3.2356322923;1545667922.36;2880308770.75;2.9367551018333327;2.4275735133416667
2024-01-21;2781.0;3.2357868868;3.5424198124;2.8332440572;2.8544689345;664682538.58;2541029136.29;3.0071508304333325;2.513300331225
2024-01-28;2781.0;2.8550639994;3.2149885557;2.5621469761;3.1537497913;584336498.39;2807475641.54;3.0812836726999997;2.6071483528750004
